season_id,season,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xwobacon,barrels_bbe,barrels_pa,xba,hits,abs,launch_speed,launch_angle
2021571448,2021,571448,"Arenado, Nolan",2443,100,0.255,0.239,0.249,0.494,0.336,0.311,0.336,0.07,0.05,0.248,151,593,89,20
2021571466,2021,571466,"Barnhart, Tucker",1524,100,0.247,0.121,0.324,0.368,0.3,0.265,0.308,0.04,0.03,0.204,86,348,86.7,15.2
2021571657,2021,571657,"Farmer, Kyle",1955,100,0.263,0.153,0.296,0.416,0.316,0.302,0.336,0.04,0.03,0.252,127,483,87.1,15.6
2021571718,2021,571718,"Goodwin, Brian",1179,100,0.221,0.153,0.259,0.374,0.306,0.326,0.363,0.06,0.04,0.248,52,235,88.1,16.7
2021571745,2021,571745,"Haniger, Mitch",2775,100,0.253,0.232,0.281,0.485,0.34,0.353,0.438,0.13,0.08,0.262,157,620,89.3,14.8
2021571771,2021,571771,"Hernández, Enrique",2265,100,0.25,0.199,0.278,0.449,0.338,0.346,0.38,0.08,0.06,0.253,127,508,90.8,17.9
2021571788,2021,571788,"Holt, Brock",1024,100,0.209,0.089,0.254,0.298,0.259,0.277,0.297,0.02,0.01,0.229,49,235,86.1,9.8
2021571875,2021,571875,"Lamb, Jake",683,100,0.194,0.174,0.239,0.368,0.298,0.316,0.39,0.12,0.06,0.216,28,144,90,17.7
2021571970,2021,571970,"Muncy, Max",2434,100,0.249,0.278,0.257,0.527,0.379,0.407,0.468,0.16,0.10,0.271,124,497,91.2,15.2
2021571976,2021,571976,"Myers, Wil",2010,100,0.256,0.179,0.333,0.434,0.33,0.295,0.364,0.08,0.05,0.218,113,442,86.8,10.2
2021571980,2021,571980,"Naquin, Tyler",1797,100,0.27,0.207,0.318,0.477,0.345,0.34,0.413,0.10,0.07,0.264,111,411,88.9,8.7
2021572039,2021,572039,"Piscotty, Stephen",676,100,0.22,0.133,0.275,0.353,0.279,0.289,0.35,0.09,0.06,0.221,38,173,86.1,17.5
2021572041,2021,572041,"Pollock, AJ",1465,100,0.297,0.24,0.326,0.536,0.375,0.359,0.418,0.11,0.08,0.282,114,384,90.3,11.9
2021572122,2021,572122,"Seager, Kyle",2554,100,0.212,0.226,0.226,0.438,0.308,0.319,0.383,0.12,0.08,0.221,128,603,88.7,19
2021572191,2021,572191,"Taylor, Michael A.",2113,100,0.244,0.112,0.319,0.356,0.286,0.3,0.382,0.07,0.04,0.246,118,483,88.5,12
2021572228,2021,572228,"Voit, Luke",966,100,0.239,0.197,0.313,0.437,0.332,0.361,0.486,0.16,0.09,0.254,51,213,90.7,15.9
2021572233,2021,572233,"Walker, Christian",1774,100,0.244,0.137,0.307,0.382,0.304,0.311,0.369,0.06,0.04,0.249,98,401,88.8,15.6
2021572287,2021,572287,"Zunino, Mike",1502,100,0.216,0.342,0.231,0.559,0.358,0.354,0.516,0.24,0.13,0.219,72,333,90.7,23.2
2021572761,2021,572761,"Carpenter, Matt",1123,100,0.169,0.106,0.25,0.275,0.269,0.341,0.433,0.11,0.06,0.225,35,207,89,19.7
2021572816,2021,572816,"Dickerson, Corey",1483,100,0.271,0.137,0.323,0.408,0.317,0.3,0.336,0.03,0.02,0.25,91,336,87.8,10.1
2021573131,2021,573131,"Ruf, Darin",1377,100,0.271,0.248,0.344,0.519,0.384,0.381,0.487,0.14,0.08,0.262,71,262,93,9.8
2021573262,2021,573262,"Yastrzemski, Mike",2103,100,0.224,0.233,0.254,0.457,0.326,0.318,0.378,0.10,0.07,0.221,105,468,88.7,19.2
2021575929,2021,575929,"Contreras, Willson",1969,100,0.237,0.201,0.298,0.438,0.337,0.346,0.436,0.11,0.06,0.24,98,413,91.8,9.6
2021578428,2021,578428,"Iglesias, José",1858,100,0.271,0.12,0.305,0.391,0.304,0.299,0.327,0.03,0.03,0.271,131,483,85.4,11.3
2021591720,2021,591720,"Torreyes, Ronald",1170,100,0.242,0.104,0.258,0.346,0.274,0.256,0.266,0.00,0.00,0.233,77,318,80.9,10.9
2021592178,2021,592178,"Bryant, Kris",2232,100,0.265,0.216,0.313,0.481,0.356,0.346,0.407,0.10,0.07,0.26,136,513,88.2,15.1
2021592192,2021,592192,"Canha, Mark",2642,100,0.231,0.156,0.274,0.387,0.333,0.332,0.343,0.07,0.04,0.231,120,519,87.3,13.5
2021592200,2021,592200,"Casali, Curt",905,100,0.21,0.14,0.287,0.35,0.289,0.28,0.336,0.06,0.03,0.199,42,200,85.5,23.3
2021592206,2021,592206,"Castellanos, Nick",2143,100,0.309,0.267,0.34,0.576,0.391,0.374,0.45,0.11,0.08,0.293,164,531,89.8,14
2021592325,2021,592325,"Gamel, Ben",1600,100,0.247,0.141,0.329,0.388,0.322,0.315,0.371,0.08,0.05,0.23,84,340,87.5,14.2
2021592348,2021,592348,"Goodrum, Niko",1341,100,0.214,0.145,0.301,0.359,0.286,0.304,0.411,0.10,0.06,0.215,62,290,88,13.4
2021592450,2021,592450,"Judge, Aaron",2654,100,0.287,0.256,0.332,0.544,0.387,0.418,0.532,0.18,0.11,0.308,158,550,95.8,11.6
2021592518,2021,592518,"Machado, Manny",2238,100,0.278,0.211,0.29,0.489,0.35,0.38,0.421,0.13,0.10,0.295,157,564,93,13.9
2021592567,2021,592567,"Moran, Colin",1386,100,0.258,0.132,0.321,0.39,0.318,0.315,0.37,0.08,0.05,0.245,82,318,88.5,6.4
2021592626,2021,592626,"Pederson, Joc",1918,100,0.238,0.184,0.281,0.422,0.315,0.333,0.402,0.10,0.07,0.244,102,429,90.4,13.8
2021592663,2021,592663,"Realmuto, J.T.",2096,100,0.263,0.176,0.325,0.439,0.336,0.329,0.393,0.09,0.06,0.253,125,476,89.6,11.5
2021592669,2021,592669,"Renfroe, Hunter",2191,100,0.259,0.242,0.284,0.501,0.344,0.354,0.433,0.14,0.10,0.26,135,521,90.1,15.6
2021592696,2021,592696,"Rosario, Eddie",1508,100,0.259,0.177,0.273,0.435,0.316,0.319,0.349,0.06,0.05,0.255,98,379,88,14.9
